_id,CÓDIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECCIÓN,C.P.,POBLACION,PROVINCIA,Fichas,Túneles lavado
111,77111,TORELLO,42.05198519999999717811078880913555622100830078125,2.259979599999999866355437916354276239871978759765625,"PLAÇA DE L'ESTACIO, S/N",8570,Torelló,Barcelona,"",""
112,78801,TORRE DEL BARO,41.46037460000000152149368659593164920806884765625,2.181518000000000068183680923539213836193084716796875,"CALLE VALCIVERA, S/N",8033,Barcelona,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78801.pdf,""
113,77305,TOSES,42.3207828999999975394530338235199451446533203125,2.01514259999999989503294273163191974163055419921875,"CARRETERA GIV-4016 - ESTACION FERROCARRIL, 8",17536,Toses,Girona,"",""
114,77307,URTX-ALP,42.37687749999999908823156147263944149017333984375,1.896827800000000063818106355029158294200897216796875,"CARRETERA GIV-4082 - ESTACION FERROCARRIL, S/N",17538,Alp,Girona,"",""
115,78606,VACARISSES,41.60250039999999671636032871901988983154296875,1.8930548000000000374853925677598454058170318603515625,"CALLE PETUNIA, 29",8294,Vacarisses,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78606.pdf,""
116,78607,VACARISSES-TORREBLANCA,41.586984000000001060470822267234325408935546875,1.9170339999999999047730625534313730895519256591796875,"PASEO DE LA ESTACION DE TORREBLANCA, S/N",8233,Vacarisses,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78607.pdf,""
117,77109,VIC,41.931063399999999319334165193140506744384765625,2.2489050999999999902456693234853446483612060546875,"PLAZA DEL CENTENARI, 4",8500,Vic,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77109.pdf,""
118,71709,VILADECANS,41.30959519999999685069269617088139057159423828125,2.027456200000000041683279050630517303943634033203125,"FINAL CARRER FERROCARRIL, S/N",8840,Viladecans,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71709.pdf,""
119,78609,VILADECAVALLS,41.56506660000000152876964421011507511138916015625,1.9534515999999999547043216807651333510875701904296875,"CAMINO DE LA ESTACION, S/N",8232,Viladecavalls,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78609.pdf,""
120,72204,VILAFRANCA DEL PENEDES,41.3422230999999982259396347217261791229248046875,1.7067992000000000718529236110043711960315704345703125,"PLAÇA DE L'ESTACIO, 4",8720,Vilafranca del Penedès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72204.pdf,""
121,71700,VILANOVA I LA GELTRU,41.2201668000000012170858099125325679779052734375,1.73052690000000009007408152683638036251068115234375,"PLAZA DE EDUARD MARISTANY, S/N",8800,Vilanova i la Geltrú,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71700.pdf,https://data.renfe.com/files/estaciones/FichaTunel71700.pdf
122,79410,VILASSAR DE MAR,41.5005718999999970719727571122348308563232421875,2.389703499999999980474285621312446892261505126953125,"CALLE SAN JAIME, S/N",8340,Vilassar de Mar,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79410.pdf,""
